inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps
B,12,12,0,9,False,False,B,167
L,12,12,0,9,False,False,L,168
LEFT,11,12,0,9,False,False,LEFT,169
A,11,12,0,9,False,False,A,170
START,11,12,0,9,False,False,START,171
DOWN,11,12,0,9,False,False,DOWN,172
RIGHT,11,12,0,9,False,False,RIGHT,173
L,11,12,0,9,False,False,L,174
LEFT,11,12,0,9,False,False,LEFT,175
START,11,12,0,9,False,False,START,176
A,11,12,0,9,False,False,A,177
LEFT,11,12,0,9,False,False,LEFT,178
R,11,12,0,9,False,False,R,179
B,11,12,0,9,False,False,B,180
RIGHT,11,12,0,9,False,False,RIGHT,181
DOWN,11,12,0,9,False,False,DOWN,182
B,11,12,0,9,False,False,B,183
RIGHT,12,12,0,9,False,False,RIGHT,184
A,12,12,0,9,False,False,A,185
A,12,12,0,9,False,False,A,186
A,12,12,0,9,False,False,A,187
A,12,12,0,9,False,False,A,188
SELECT,12,12,0,9,False,False,SELECT,189
RIGHT,12,12,0,9,False,False,RIGHT,190
DOWN,12,12,0,9,False,False,DOWN,191
LEFT,12,12,0,9,False,False,LEFT,192
LEFT,12,12,0,9,False,False,LEFT,193
UP,12,12,0,9,False,False,UP,194
B,12,12,0,9,False,False,B,195
RIGHT,13,12,0,9,False,False,RIGHT,196
LEFT,12,12,0,9,False,False,LEFT,197
START,12,12,0,9,False,False,START,198
B,12,12,0,9,False,False,B,199
SELECT,12,12,0,9,False,False,SELECT,200
SELECT,12,12,0,9,False,False,SELECT,201
B,12,12,0,9,False,False,B,202
START,12,12,0,9,False,False,START,203
UP,12,12,0,9,False,False,UP,204
DOWN,12,12,0,9,False,False,DOWN,205
START,12,12,0,9,False,False,START,206
L,12,12,0,9,False,False,L,207
SELECT,12,12,0,9,False,False,SELECT,208
RIGHT,12,12,0,9,False,False,RIGHT,209
RIGHT,12,12,0,9,False,False,RIGHT,210
LEFT,12,12,0,9,False,False,LEFT,211
L,12,12,0,9,False,False,L,212
SELECT,12,12,0,9,False,False,SELECT,213
A,12,12,0,9,False,False,A,214
A,12,12,0,9,False,False,A,215
R,12,12,0,9,False,False,R,216
DOWN,12,13,0,9,False,False,DOWN,217
B,12,13,0,9,False,False,B,218
UP,12,12,0,9,False,False,UP,219
UP,12,11,0,9,False,False,UP,220
B,12,11,0,9,False,False,B,221
START,12,11,0,9,False,False,START,222
R,12,11,0,9,False,False,R,223
START,12,11,0,9,False,False,START,224
RIGHT,13,11,0,9,False,False,RIGHT,225
L,13,11,0,9,False,False,L,226
SELECT,13,11,0,9,False,False,SELECT,227
START,13,11,0,9,False,False,START,228
B,13,11,0,9,False,False,B,229
A,13,11,0,9,False,False,A,230
UP,13,11,0,9,False,False,UP,231
LEFT,13,11,0,9,False,False,LEFT,232
SELECT,13,11,0,9,False,False,SELECT,233
B,13,11,0,9,False,False,B,234
L,13,11,0,9,False,False,L,235
SELECT,13,11,0,9,False,False,SELECT,236
UP,13,11,0,9,False,False,UP,237
LEFT,13,11,0,9,False,False,LEFT,238
LEFT,13,11,0,9,False,False,LEFT,239
R,13,11,0,9,False,False,R,240
A,13,11,0,9,False,False,A,241
DOWN,13,12,0,9,False,False,DOWN,242
L,13,12,0,9,False,False,L,243
START,13,12,0,9,False,False,START,244
SELECT,13,12,0,9,False,False,SELECT,245
A,13,12,0,9,False,False,A,246
R,13,12,0,9,False,False,R,247
START,13,12,0,9,False,False,START,248
RIGHT,13,12,0,9,False,False,RIGHT,249
R,13,12,0,9,False,False,R,250
DOWN,13,12,0,9,False,False,DOWN,251
LEFT,13,12,0,9,False,False,LEFT,252
UP,13,12,0,9,False,False,UP,253
B,13,12,0,9,False,False,B,254
LEFT,13,12,0,9,False,False,LEFT,255
R,13,12,0,9,False,False,R,256
A,13,12,0,9,False,False,A,257
DOWN,13,12,0,9,False,False,DOWN,258
LEFT,13,12,0,9,False,False,LEFT,259
UP,13,12,0,9,False,False,UP,260
R,13,12,0,9,False,False,R,261
START,13,12,0,9,False,False,START,262
RIGHT,14,12,0,9,False,False,RIGHT,263
RIGHT,15,12,0,9,False,False,RIGHT,264
R,15,12,0,9,False,False,R,265
LEFT,14,12,0,9,False,False,LEFT,266
B,14,12,0,9,False,False,B,267
B,14,12,0,9,False,False,B,268
RIGHT,15,12,0,9,False,False,RIGHT,269
A,15,12,0,9,False,False,A,270
RIGHT,16,12,0,9,False,False,RIGHT,271
A,16,12,0,9,False,False,A,272
START,16,12,0,9,False,False,START,273
R,16,12,0,9,False,False,R,274
A,16,12,0,9,False,False,A,275
START,16,12,0,9,False,False,START,276
A,16,12,0,9,False,False,A,277
SELECT,16,12,0,9,False,False,SELECT,278
RIGHT,16,12,0,9,False,False,RIGHT,279
SELECT,16,12,0,9,False,False,SELECT,280
UP,16,12,0,9,False,False,UP,281
A,16,12,0,9,False,False,A,282
START,16,12,0,9,False,False,START,283
RIGHT,16,12,0,9,False,False,RIGHT,284
LEFT,16,12,0,9,False,False,LEFT,285
A,16,12,0,9,False,False,A,286
START,16,12,0,9,False,False,START,287
R,16,12,0,9,False,False,R,288
UP,16,12,0,9,False,False,UP,289
UP,16,12,0,9,False,False,UP,290
UP,16,12,0,9,False,False,UP,291
UP,16,12,0,9,False,False,UP,292
UP,16,12,0,9,False,False,UP,293
LEFT,16,12,0,9,False,False,LEFT,294
SELECT,16,12,0,9,False,False,SELECT,295
RIGHT,16,12,0,9,False,False,RIGHT,296
R,16,12,0,9,False,False,R,297
B,16,12,0,9,False,False,B,298
A,16,12,0,9,False,False,A,299
B,16,12,0,9,False,False,B,300
START,16,12,0,9,False,False,START,301
DOWN,16,12,0,9,False,False,DOWN,302
UP,16,12,0,9,False,False,UP,303
START,16,12,0,9,False,False,START,304
B,16,12,0,9,False,False,B,305
R,16,12,0,9,False,False,R,306
SELECT,16,12,0,9,False,False,SELECT,307
RIGHT,16,12,0,9,False,False,RIGHT,308
START,16,12,0,9,False,False,START,309
RIGHT,16,12,0,9,False,False,RIGHT,310
A,16,12,0,9,False,False,A,311
UP,16,11,0,9,False,False,UP,312
DOWN,16,12,0,9,False,False,DOWN,313
B,16,12,0,9,False,False,B,314
DOWN,16,13,0,9,False,False,DOWN,315
B,16,13,0,9,False,False,B,316
START,16,13,0,9,False,False,START,317
UP,16,13,0,9,False,False,UP,318
UP,16,13,0,9,False,False,UP,319
RIGHT,16,13,0,9,False,False,RIGHT,320
L,16,13,0,9,False,False,L,321
R,16,13,0,9,False,False,R,322
R,16,13,0,9,False,False,R,323
R,16,13,0,9,False,False,R,324
R,16,13,0,9,False,False,R,325
RIGHT,16,13,0,9,False,False,RIGHT,326
R,16,13,0,9,False,False,R,327
B,16,13,0,9,False,False,B,328
SELECT,16,13,0,9,False,False,SELECT,329
B,16,13,0,9,False,False,B,330
START,16,13,0,9,False,False,START,331
R,16,13,0,9,False,False,R,332
B,16,13,0,9,False,False,B,333
START,16,13,0,9,False,False,START,334
START,16,13,0,9,False,False,START,335
L,16,13,0,9,False,False,L,336
R,16,13,0,9,False,False,R,337
START,16,13,0,9,False,False,START,338
DOWN,16,13,0,9,False,False,DOWN,339
LEFT,16,13,0,9,False,False,LEFT,340
DOWN,16,13,0,9,False,False,DOWN,341
START,16,13,0,9,False,False,START,342
R,16,13,0,9,False,False,R,343
A,16,13,0,9,False,False,A,344
R,16,13,0,9,False,False,R,345
A,16,13,0,9,False,False,A,346
A,16,13,0,9,False,False,A,347
LEFT,16,13,0,9,False,False,LEFT,348
R,16,13,0,9,False,False,R,349
LEFT,16,13,0,9,False,False,LEFT,350
RIGHT,17,13,0,9,False,False,RIGHT,351
SELECT,17,13,0,9,False,False,SELECT,352
L,17,13,0,9,False,False,L,353
A,17,13,0,9,False,False,A,354
L,17,13,0,9,False,False,L,355
L,17,13,0,9,False,False,L,356
B,17,13,0,9,False,False,B,357
B,17,13,0,9,False,False,B,358
L,17,13,0,9,False,False,L,359
B,17,13,0,9,False,False,B,360
A,17,13,0,9,False,False,A,361
SELECT,17,13,0,9,False,False,SELECT,362
DOWN,17,13,0,9,False,False,DOWN,363
UP,17,13,0,9,False,False,UP,364
DOWN,17,13,0,9,False,False,DOWN,365
START,17,13,0,9,False,False,START,366
DOWN,17,13,0,9,False,False,DOWN,367
B,17,13,0,9,False,False,B,368
R,17,13,0,9,False,False,R,369
LEFT,16,13,0,9,False,False,LEFT,370
SELECT,16,13,0,9,False,False,SELECT,371
B,16,13,0,9,False,False,B,372
LEFT,16,13,0,9,False,False,LEFT,373
RIGHT,17,13,0,9,False,False,RIGHT,374
B,17,13,0,9,False,False,B,375
SELECT,17,13,0,9,False,False,SELECT,376
UP,17,13,0,9,False,False,UP,377
SELECT,17,13,0,9,False,False,SELECT,378
SELECT,17,13,0,9,False,False,SELECT,379
DOWN,17,13,0,9,False,False,DOWN,380
SELECT,17,13,0,9,False,False,SELECT,381
SELECT,17,13,0,9,False,False,SELECT,382
LEFT,17,13,0,9,False,False,LEFT,383
A,17,13,0,9,False,False,A,384
START,17,13,0,9,False,False,START,385
SELECT,17,13,0,9,False,False,SELECT,386
START,17,13,0,9,False,False,START,387
A,17,13,0,9,False,False,A,388
UP,17,12,0,9,False,False,UP,389
RIGHT,18,12,0,9,False,False,RIGHT,390
LEFT,17,12,0,9,False,False,LEFT,391
DOWN,17,13,0,9,False,False,DOWN,392
A,17,13,0,9,False,False,A,393
SELECT,17,13,0,9,False,False,SELECT,394
B,17,13,0,9,False,False,B,395
L,17,13,0,9,False,False,L,396
R,17,13,0,9,False,False,R,397
L,17,13,0,9,False,False,L,398
RIGHT,17,13,0,9,False,False,RIGHT,399
R,17,13,0,9,False,False,R,400
SELECT,17,13,0,9,False,False,SELECT,401
L,17,13,0,9,False,False,L,402
L,17,13,0,9,False,False,L,403
START,17,13,0,9,False,False,START,404
RIGHT,17,13,0,9,False,False,RIGHT,405
R,17,13,0,9,False,False,R,406
B,17,13,0,9,False,False,B,407
RIGHT,18,13,0,9,False,False,RIGHT,408
B,18,13,0,9,False,False,B,409
LEFT,17,13,0,9,False,False,LEFT,410
LEFT,16,13,0,9,False,False,LEFT,411
DOWN,16,14,0,9,False,False,DOWN,412
L,16,14,0,9,False,False,L,413
LEFT,15,14,0,9,False,False,LEFT,414
START,15,14,0,9,False,False,START,415
RIGHT,16,14,0,9,False,False,RIGHT,416
UP,16,13,0,9,False,False,UP,417
SELECT,16,13,0,9,False,False,SELECT,418
SELECT,16,13,0,9,False,False,SELECT,419
START,16,13,0,9,False,False,START,420
START,16,13,0,9,False,False,START,421
R,16,13,0,9,False,False,R,422
DOWN,16,13,0,9,False,False,DOWN,423
SELECT,16,13,0,9,False,False,SELECT,424
L,16,13,0,9,False,False,L,425
SELECT,16,13,0,9,False,False,SELECT,426
SELECT,16,13,0,9,False,False,SELECT,427
SELECT,16,13,0,9,False,False,SELECT,428
SELECT,16,13,0,9,False,False,SELECT,429
L,16,13,0,9,False,False,L,430
DOWN,16,13,0,9,False,False,DOWN,431
START,16,13,0,9,False,False,START,432
B,16,13,0,9,False,False,B,433
A,16,13,0,9,False,False,A,434
DOWN,16,14,0,9,False,False,DOWN,435
R,16,14,0,9,False,False,R,436
L,16,14,0,9,False,False,L,437
L,16,14,0,9,False,False,L,438
UP,16,13,0,9,False,False,UP,439
R,16,13,0,9,False,False,R,440
SELECT,16,13,0,9,False,False,SELECT,441
B,16,13,0,9,False,False,B,442
L,16,13,0,9,False,False,L,443
A,16,13,0,9,False,False,A,444
UP,16,13,0,9,False,False,UP,445
SELECT,16,13,0,9,False,False,SELECT,446
RIGHT,16,13,0,9,False,False,RIGHT,447
SELECT,16,13,0,9,False,False,SELECT,448
B,16,13,0,9,False,False,B,449
A,16,13,0,9,False,False,A,450
B,16,13,0,9,False,False,B,451
DOWN,16,14,0,9,False,False,DOWN,452
R,16,14,0,9,False,False,R,453
R,16,14,0,9,False,False,R,454
B,16,14,0,9,False,False,B,455
DOWN,16,15,0,9,False,False,DOWN,456
LEFT,15,15,0,9,False,False,LEFT,457
B,15,15,0,9,False,False,B,458
A,15,15,0,9,False,False,A,459
B,15,15,0,9,False,False,B,460
L,15,15,0,9,False,False,L,461
DOWN,15,16,0,9,False,False,DOWN,462
LEFT,14,16,0,9,False,False,LEFT,463
A,14,16,0,9,False,False,A,464
UP,14,16,0,9,False,False,UP,465
L,14,16,0,9,False,False,L,466
DOWN,14,16,0,9,False,False,DOWN,467
R,14,16,0,9,False,False,R,468
A,14,16,0,9,False,False,A,469
B,14,16,0,9,False,False,B,470
START,14,16,0,9,False,False,START,471
SELECT,14,16,0,9,False,False,SELECT,472
UP,14,16,0,9,False,False,UP,473
DOWN,14,16,0,9,False,False,DOWN,474
START,14,16,0,9,False,False,START,475
R,14,16,0,9,False,False,R,476
LEFT,14,16,0,9,False,False,LEFT,477
LEFT,14,16,0,9,False,False,LEFT,478
START,14,16,0,9,False,False,START,479
A,14,16,0,9,False,False,A,480
UP,14,16,0,9,False,False,UP,481
L,14,16,0,9,False,False,L,482
LEFT,14,16,0,9,False,False,LEFT,483
DOWN,14,16,0,9,False,False,DOWN,484
UP,14,16,0,9,False,False,UP,485
A,14,16,0,9,False,False,A,486
L,14,16,0,9,False,False,L,487
LEFT,14,16,0,9,False,False,LEFT,488
START,14,16,0,9,False,False,START,489
R,14,16,0,9,False,False,R,490
UP,14,16,0,9,False,False,UP,491
A,14,16,0,9,False,False,A,492
B,14,16,0,9,False,False,B,493
L,14,16,0,9,False,False,L,494
R,14,16,0,9,False,False,R,495
B,14,16,0,9,False,False,B,496
B,14,16,0,9,False,False,B,497
UP,14,16,0,9,False,False,UP,498
L,14,16,0,9,False,False,L,499
DOWN,14,16,0,9,False,True,DOWN,500
