inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,reward
LEFT,5,3,0,9,False,False,LEFT,123,15.799999999999974
LEFT,4,3,0,9,False,False,LEFT,124,16.699999999999974
A,4,3,0,9,False,False,A,125,16.599999999999973
RIGHT,5,3,0,9,False,False,RIGHT,126,16.49999999999997
DOWN,5,4,0,9,False,False,DOWN,127,16.39999999999997
B,5,4,0,9,False,False,B,128,16.29999999999997
DOWN,5,4,0,9,False,False,DOWN,129,16.199999999999967
A,5,4,0,9,False,False,A,130,16.099999999999966
A,5,4,0,9,False,False,A,131,15.999999999999966
UP,5,3,0,9,False,False,UP,132,15.899999999999967
A,5,3,0,9,False,False,A,133,15.799999999999967
A,5,3,0,9,False,False,A,134,15.699999999999967
A,5,3,0,9,False,False,A,135,15.599999999999968
B,5,3,0,9,False,False,B,136,15.499999999999968
UP,5,2,0,9,False,False,UP,137,15.399999999999968
LEFT,4,2,0,9,False,False,LEFT,138,15.299999999999969
DOWN,4,3,0,9,False,False,DOWN,139,15.199999999999969
DOWN,4,4,0,9,False,False,DOWN,140,16.099999999999966
A,4,4,0,9,False,False,A,141,15.999999999999966
B,4,4,0,9,False,False,B,142,15.899999999999967
DOWN,4,4,0,9,False,False,DOWN,143,15.799999999999967
LEFT,3,4,0,9,False,False,LEFT,144,16.699999999999967
A,3,4,0,9,False,False,A,145,16.599999999999966
UP,3,3,0,9,False,False,UP,146,17.499999999999964
RIGHT,4,3,0,9,False,False,RIGHT,147,17.399999999999963
A,4,3,0,9,False,False,A,148,17.29999999999996
LEFT,3,3,0,9,False,False,LEFT,149,17.19999999999996
UP,3,2,0,9,False,False,UP,150,18.09999999999996
LEFT,2,2,0,9,False,False,LEFT,151,18.999999999999957
LEFT,2,2,0,9,False,False,LEFT,152,18.899999999999956
A,2,2,0,9,False,False,A,153,18.799999999999955
DOWN,2,3,0,9,False,False,DOWN,154,19.699999999999953
UP,2,2,0,9,False,False,UP,155,19.59999999999995
LEFT,2,2,0,9,False,False,LEFT,156,19.49999999999995
