x,y,mapBank,mapNum,isInBattle,isDone,lastAction,currentSteps
5,12,0,9,False,False,RIGHT,272
4,12,0,9,False,False,LEFT,273
5,12,0,9,False,False,RIGHT,274
5,12,0,9,False,False,A,275
5,12,0,9,False,False,L,276
4,12,0,9,False,False,LEFT,277
5,12,0,9,False,False,RIGHT,278
5,12,0,9,False,False,SELECT,279
5,12,0,9,False,False,RIGHT,280
5,12,0,9,False,False,DOWN,281
5,12,0,9,False,False,RIGHT,282
5,12,0,9,False,False,LEFT,283
5,12,0,9,False,False,A,284
5,12,0,9,False,False,SELECT,285
5,12,0,9,False,False,A,286
5,12,0,9,False,False,SELECT,287
5,12,0,9,False,False,UP,288
5,12,0,9,False,False,SELECT,289
5,12,0,9,False,False,RIGHT,290
5,12,0,9,False,False,RIGHT,291
5,12,0,9,False,False,B,292
5,12,0,9,False,False,SELECT,293
5,12,0,9,False,False,A,294
5,12,0,9,False,False,B,295
5,12,0,9,False,False,R,296
5,12,0,9,False,False,LEFT,297
5,12,0,9,False,False,SELECT,298
5,12,0,9,False,False,LEFT,299
5,12,0,9,False,False,START,300
5,12,0,9,False,False,L,301
5,12,0,9,False,False,LEFT,302
5,12,0,9,False,False,LEFT,303
5,12,0,9,False,False,RIGHT,304
5,12,0,9,False,False,LEFT,305
5,12,0,9,False,False,START,306
5,12,0,9,False,False,START,307
5,12,0,9,False,False,A,308
5,12,0,9,False,False,SELECT,309
5,12,0,9,False,False,A,310
5,12,0,9,False,False,L,311
5,12,0,9,False,False,L,312
5,12,0,9,False,False,L,313
5,12,0,9,False,False,UP,314
5,12,0,9,False,False,UP,315
5,12,0,9,False,False,RIGHT,316
5,12,0,9,False,False,START,317
5,12,0,9,False,False,UP,318
5,12,0,9,False,False,DOWN,319
5,12,0,9,False,False,RIGHT,320
5,12,0,9,False,False,START,321
5,12,0,9,False,False,SELECT,322
5,12,0,9,False,False,L,323
5,12,0,9,False,False,B,324
6,12,0,9,False,False,RIGHT,325
5,12,0,9,False,False,LEFT,326
5,12,0,9,False,False,L,327
5,11,0,9,False,False,UP,328
4,11,0,9,False,False,LEFT,329
4,12,0,9,False,False,DOWN,330
5,12,0,9,False,False,RIGHT,331
5,12,0,9,False,False,DOWN,332
5,12,0,9,False,False,SELECT,333
5,12,0,9,False,False,RIGHT,334
5,12,0,9,False,False,A,335
5,12,0,9,False,False,UP,336
5,12,0,9,False,False,L,337
5,12,0,9,False,False,LEFT,338
5,12,0,9,False,False,L,339
5,12,0,9,False,False,A,340
5,12,0,9,False,False,L,341
6,12,0,9,False,False,RIGHT,342
5,12,0,9,False,False,LEFT,343
5,11,0,9,False,False,UP,344
5,10,0,9,False,False,UP,345
5,10,0,9,False,False,START,346
5,10,0,9,False,False,DOWN,347
5,10,0,9,False,False,B,348
5,10,0,9,False,False,R,349
6,10,0,9,False,False,RIGHT,350
5,10,0,9,False,False,LEFT,351
5,9,0,9,False,False,UP,352
5,9,0,9,False,False,R,353
5,9,0,9,False,False,SELECT,354
5,9,0,9,False,False,RIGHT,355
5,9,0,9,False,False,B,356
5,9,0,9,False,False,UP,357
5,9,0,9,False,False,L,358
5,9,0,9,False,False,DOWN,359
5,9,0,9,False,False,UP,360
5,9,0,9,False,False,SELECT,361
5,9,0,9,False,False,DOWN,362
5,9,0,9,False,False,DOWN,363
5,9,0,9,False,False,UP,364
5,9,0,9,False,False,B,365
5,9,0,9,False,False,R,366
5,10,0,9,False,False,DOWN,367
5,10,0,9,False,False,R,368
5,9,0,9,False,False,UP,369
5,9,0,9,False,False,UP,370
5,8,0,9,False,False,A,371
5,8,0,9,False,False,RIGHT,372
5,8,0,9,False,False,LEFT,373
8,8,1,0,False,True,SELECT,374
