x,y,mapBank,mapNum,isInBattle,isDone,lastAction,currentSteps
10,11,0,9,False,False,SELECT,58
10,11,0,9,False,False,LEFT,59
10,11,0,9,False,False,DOWN,60
10,11,0,9,False,False,L,61
10,11,0,9,False,False,R,62
10,11,0,9,False,False,B,63
10,10,0,9,False,False,UP,64
10,11,0,9,False,False,DOWN,65
10,11,0,9,False,False,L,66
10,11,0,9,False,False,A,67
10,11,0,9,False,False,A,68
10,11,0,9,False,False,A,69
10,11,0,9,False,False,UP,70
10,11,0,9,False,False,L,71
10,11,0,9,False,False,L,72
10,11,0,9,False,False,LEFT,73
10,11,0,9,False,False,START,74
10,11,0,9,False,False,L,75
10,11,0,9,False,False,A,76
10,11,0,9,False,False,R,77
10,11,0,9,False,False,RIGHT,78
10,11,0,9,False,False,LEFT,79
10,11,0,9,False,False,A,80
10,11,0,9,False,False,B,81
10,11,0,9,False,False,START,82
10,11,0,9,False,False,UP,83
10,11,0,9,False,False,DOWN,84
10,11,0,9,False,False,L,85
10,11,0,9,False,False,A,86
10,11,0,9,False,False,L,87
10,11,0,9,False,False,LEFT,88
10,11,0,9,False,False,UP,89
10,11,0,9,False,False,DOWN,90
10,11,0,9,False,False,DOWN,91
10,11,0,9,False,False,L,92
10,11,0,9,False,False,START,93
10,11,0,9,False,False,L,94
10,11,0,9,False,False,A,95
10,11,0,9,False,False,DOWN,96
10,11,0,9,False,False,LEFT,97
10,11,0,9,False,False,LEFT,98
10,11,0,9,False,False,A,99
10,11,0,9,False,False,DOWN,100
10,11,0,9,False,False,LEFT,101
10,11,0,9,False,False,B,102
10,11,0,9,False,False,A,103
10,11,0,9,False,False,UP,104
10,11,0,9,False,False,L,105
10,11,0,9,False,False,UP,106
10,11,0,9,False,False,RIGHT,107
10,11,0,9,False,False,DOWN,108
10,11,0,9,False,False,DOWN,109
10,11,0,9,False,False,START,110
10,11,0,9,False,False,B,111
11,11,0,9,False,False,RIGHT,112
11,11,0,9,False,False,A,113
11,11,0,9,False,False,R,114
11,11,0,9,False,False,A,115
11,11,0,9,False,False,B,116
11,11,0,9,False,False,L,117
11,10,0,9,False,False,UP,118
11,10,0,9,False,False,A,119
12,10,0,9,False,False,RIGHT,120
12,10,0,9,False,False,R,121
12,10,0,9,False,False,SELECT,122
12,10,0,9,False,False,B,123
12,10,0,9,False,False,R,124
12,10,0,9,False,False,L,125
12,10,0,9,False,False,B,126
11,10,0,9,False,False,LEFT,127
11,10,0,9,False,False,A,128
11,10,0,9,False,False,L,129
11,10,0,9,False,False,L,130
11,10,0,9,False,False,A,131
11,10,0,9,False,False,R,132
10,10,0,9,False,False,LEFT,133
10,10,0,9,False,False,B,134
10,10,0,9,False,False,L,135
10,10,0,9,False,False,A,136
10,11,0,9,False,False,DOWN,137
10,11,0,9,False,False,R,138
10,11,0,9,False,False,SELECT,139
10,11,0,9,False,False,DOWN,140
10,11,0,9,False,False,LEFT,141
10,11,0,9,False,False,A,142
10,11,0,9,False,False,START,143
10,11,0,9,False,False,L,144
10,11,0,9,False,False,SELECT,145
10,11,0,9,False,False,A,146
10,11,0,9,False,False,R,147
10,11,0,9,False,False,RIGHT,148
10,11,0,9,False,False,START,149
10,11,0,9,False,False,UP,150
10,11,0,9,False,False,L,151
9,11,0,9,False,False,LEFT,152
9,10,0,9,False,False,UP,153
8,10,0,9,False,False,LEFT,154
8,11,0,9,False,False,DOWN,155
8,12,0,9,False,False,DOWN,156
8,11,0,9,False,False,UP,157
7,11,0,9,False,False,LEFT,158
7,11,0,9,False,False,R,159
7,11,0,9,False,False,A,160
7,11,0,9,False,False,B,161
7,11,0,9,False,False,A,162
8,11,0,9,False,False,RIGHT,163
8,10,0,9,False,False,UP,164
8,10,0,9,False,False,START,165
8,10,0,9,False,False,R,166
8,10,0,9,False,False,START,167
8,11,0,9,False,False,DOWN,168
8,11,0,9,False,False,R,169
8,11,0,9,False,False,L,170
8,11,0,9,False,False,L,171
8,11,0,9,False,False,R,172
9,11,0,9,False,False,RIGHT,173
9,11,0,9,False,False,A,174
9,11,0,9,False,False,START,175
9,11,0,9,False,False,RIGHT,176
9,11,0,9,False,False,R,177
9,11,0,9,False,False,UP,178
9,11,0,9,False,False,DOWN,179
9,11,0,9,False,False,DOWN,180
9,11,0,9,False,False,START,181
9,12,0,9,False,False,DOWN,182
9,12,0,9,False,False,SELECT,183
9,12,0,9,False,False,DOWN,184
9,12,0,9,False,False,SELECT,185
9,12,0,9,False,False,LEFT,186
9,12,0,9,False,False,L,187
9,12,0,9,False,False,L,188
9,12,0,9,False,False,UP,189
9,12,0,9,False,False,UP,190
9,12,0,9,False,False,UP,191
9,12,0,9,False,False,START,192
9,12,0,9,False,False,L,193
9,12,0,9,False,False,R,194
9,12,0,9,False,False,R,195
9,12,0,9,False,False,B,196
9,12,0,9,False,False,DOWN,197
9,12,0,9,False,False,SELECT,198
9,12,0,9,False,False,LEFT,199
9,12,0,9,False,False,L,200
9,12,0,9,False,False,LEFT,201
9,12,0,9,False,False,A,202
9,12,0,9,False,False,L,203
9,11,0,9,False,False,UP,204
8,11,0,9,False,False,LEFT,205
7,11,0,9,False,False,LEFT,206
7,10,0,9,False,False,UP,207
7,10,0,9,False,False,SELECT,208
7,10,0,9,False,False,SELECT,209
7,10,0,9,False,False,LEFT,210
7,10,0,9,False,False,RIGHT,211
7,10,0,9,False,False,START,212
7,10,0,9,False,False,R,213
7,10,0,9,False,False,UP,214
7,10,0,9,False,False,RIGHT,215
7,10,0,9,False,False,DOWN,216
7,10,0,9,False,False,L,217
7,11,0,9,False,False,DOWN,218
7,12,0,9,False,False,DOWN,219
7,12,0,9,False,False,R,220
7,12,0,9,False,False,B,221
7,12,0,9,False,False,DOWN,222
7,12,0,9,False,False,R,223
8,12,0,9,False,False,RIGHT,224
8,12,0,9,False,False,B,225
8,12,0,9,False,False,A,226
8,12,0,9,False,False,DOWN,227
8,12,0,9,False,False,DOWN,228
8,12,0,9,False,False,A,229
8,12,0,9,False,False,START,230
8,12,0,9,False,False,LEFT,231
8,12,0,9,False,False,RIGHT,232
8,12,0,9,False,False,START,233
9,12,0,9,False,False,RIGHT,234
8,12,0,9,False,False,LEFT,235
7,12,0,9,False,False,LEFT,236
7,12,0,9,False,False,L,237
7,12,0,9,False,False,DOWN,238
7,12,0,9,False,False,SELECT,239
7,12,0,9,False,False,R,240
7,12,0,9,False,False,RIGHT,241
7,12,0,9,False,False,A,242
7,12,0,9,False,False,DOWN,243
7,12,0,9,False,False,DOWN,244
7,12,0,9,False,False,B,245
7,12,0,9,False,False,B,246
7,12,0,9,False,False,R,247
7,12,0,9,False,False,SELECT,248
7,12,0,9,False,False,START,249
7,12,0,9,False,False,RIGHT,250
7,12,0,9,False,False,LEFT,251
7,12,0,9,False,False,START,252
7,12,0,9,False,False,RIGHT,253
7,12,0,9,False,False,B,254
7,12,0,9,False,False,A,255
7,11,0,9,False,False,UP,256
7,12,0,9,False,False,DOWN,257
7,12,0,9,False,False,B,258
8,12,0,9,False,False,RIGHT,259
8,12,0,9,False,False,L,260
8,12,0,9,False,False,L,261
8,12,0,9,False,False,SELECT,262
8,12,0,9,False,False,L,263
8,12,0,9,False,False,LEFT,264
8,12,0,9,False,False,B,265
8,12,0,9,False,False,START,266
8,12,0,9,False,False,SELECT,267
8,12,0,9,False,False,LEFT,268
8,12,0,9,False,False,SELECT,269
8,12,0,9,False,False,A,270
8,12,0,9,False,False,R,271
8,12,0,9,False,False,L,272
8,12,0,9,False,False,DOWN,273
9,12,0,9,False,False,RIGHT,274
9,12,0,9,False,False,SELECT,275
9,12,0,9,False,False,RIGHT,276
9,12,0,9,False,False,R,277
9,12,0,9,False,False,START,278
9,12,0,9,False,False,R,279
9,12,0,9,False,False,B,280
9,12,0,9,False,False,SELECT,281
9,12,0,9,False,False,A,282
9,12,0,9,False,False,L,283
9,12,0,9,False,False,LEFT,284
9,12,0,9,False,False,B,285
9,12,0,9,False,False,SELECT,286
9,12,0,9,False,False,SELECT,287
9,12,0,9,False,False,R,288
9,12,0,9,False,False,SELECT,289
9,12,0,9,False,False,LEFT,290
9,12,0,9,False,False,LEFT,291
9,12,0,9,False,False,UP,292
9,12,0,9,False,False,SELECT,293
9,12,0,9,False,False,B,294
8,12,0,9,False,False,LEFT,295
8,12,0,9,False,False,R,296
8,12,0,9,False,False,L,297
8,12,0,9,False,False,SELECT,298
8,12,0,9,False,False,B,299
8,12,0,9,False,False,UP,300
8,12,0,9,False,False,LEFT,301
8,12,0,9,False,False,SELECT,302
8,12,0,9,False,False,B,303
8,12,0,9,False,False,B,304
9,12,0,9,False,False,RIGHT,305
9,12,0,9,False,False,B,306
9,12,0,9,False,False,L,307
9,12,0,9,False,False,DOWN,308
9,12,0,9,False,False,START,309
9,12,0,9,False,False,A,310
9,12,0,9,False,False,RIGHT,311
9,12,0,9,False,False,B,312
9,12,0,9,False,False,UP,313
9,12,0,9,False,False,DOWN,314
9,12,0,9,False,False,R,315
9,12,0,9,False,False,START,316
9,12,0,9,False,False,A,317
9,12,0,9,False,False,SELECT,318
9,12,0,9,False,False,DOWN,319
9,12,0,9,False,False,START,320
9,12,0,9,False,False,A,321
9,12,0,9,False,False,DOWN,322
9,12,0,9,False,False,DOWN,323
9,12,0,9,False,False,A,324
9,12,0,9,False,False,B,325
9,12,0,9,False,False,B,326
9,12,0,9,False,False,LEFT,327
9,12,0,9,False,False,RIGHT,328
9,12,0,9,False,False,START,329
8,12,0,9,False,False,LEFT,330
8,12,0,9,False,False,A,331
8,12,0,9,False,False,DOWN,332
9,12,0,9,False,False,RIGHT,333
9,12,0,9,False,False,L,334
9,12,0,9,False,False,START,335
9,12,0,9,False,False,RIGHT,336
9,12,0,9,False,False,UP,337
9,12,0,9,False,False,START,338
9,12,0,9,False,False,START,339
9,12,0,9,False,False,RIGHT,340
9,12,0,9,False,False,DOWN,341
9,12,0,9,False,False,R,342
9,12,0,9,False,False,L,343
9,12,0,9,False,False,L,344
9,12,0,9,False,False,L,345
9,12,0,9,False,False,SELECT,346
9,12,0,9,False,False,START,347
9,12,0,9,False,False,A,348
9,12,0,9,False,False,SELECT,349
9,12,0,9,False,False,L,350
9,12,0,9,False,False,L,351
9,12,0,9,False,False,LEFT,352
9,12,0,9,False,False,R,353
9,12,0,9,False,False,L,354
9,12,0,9,False,False,R,355
9,12,0,9,False,False,SELECT,356
9,12,0,9,False,False,UP,357
9,12,0,9,False,False,LEFT,358
9,12,0,9,False,False,LEFT,359
9,12,0,9,False,False,L,360
9,12,0,9,False,False,LEFT,361
9,12,0,9,False,False,SELECT,362
9,12,0,9,False,False,START,363
9,12,0,9,False,False,SELECT,364
9,12,0,9,False,False,LEFT,365
9,12,0,9,False,False,B,366
9,12,0,9,False,False,START,367
9,12,0,9,False,False,R,368
9,12,0,9,False,False,R,369
9,12,0,9,False,False,UP,370
9,12,0,9,False,False,UP,371
9,12,0,9,False,False,R,372
9,12,0,9,False,False,UP,373
9,12,0,9,False,False,A,374
9,12,0,9,False,False,DOWN,375
9,12,0,9,False,False,DOWN,376
9,12,0,9,False,False,DOWN,377
9,12,0,9,False,False,RIGHT,378
9,12,0,9,False,False,RIGHT,379
9,12,0,9,False,False,RIGHT,380
9,12,0,9,False,False,SELECT,381
9,12,0,9,False,False,SELECT,382
9,12,0,9,False,False,DOWN,383
9,12,0,9,False,False,LEFT,384
9,12,0,9,False,False,LEFT,385
9,12,0,9,False,False,L,386
9,12,0,9,False,False,START,387
9,12,0,9,False,False,DOWN,388
9,12,0,9,False,False,B,389
9,12,0,9,False,False,SELECT,390
9,12,0,9,False,False,A,391
9,12,0,9,False,False,RIGHT,392
9,12,0,9,False,False,B,393
9,12,0,9,False,False,START,394
9,12,0,9,False,False,R,395
9,12,0,9,False,False,RIGHT,396
9,12,0,9,False,False,DOWN,397
9,12,0,9,False,False,R,398
9,12,0,9,False,False,RIGHT,399
9,12,0,9,False,False,R,400
9,12,0,9,False,False,RIGHT,401
9,12,0,9,False,False,DOWN,402
9,12,0,9,False,False,START,403
9,12,0,9,False,False,L,404
9,12,0,9,False,False,LEFT,405
9,12,0,9,False,False,A,406
9,12,0,9,False,False,SELECT,407
9,12,0,9,False,False,LEFT,408
9,12,0,9,False,False,A,409
9,12,0,9,False,False,SELECT,410
9,12,0,9,False,False,RIGHT,411
9,12,0,9,False,False,DOWN,412
9,12,0,9,False,False,B,413
9,12,0,9,False,False,R,414
9,12,0,9,False,False,R,415
9,12,0,9,False,False,SELECT,416
9,12,0,9,False,False,UP,417
9,12,0,9,False,False,START,418
9,12,0,9,False,False,B,419
9,12,0,9,False,False,B,420
9,12,0,9,False,False,A,421
9,12,0,9,False,False,A,422
9,12,0,9,False,False,B,423
9,12,0,9,False,False,RIGHT,424
9,12,0,9,False,False,UP,425
9,12,0,9,False,False,A,426
10,12,0,9,False,False,RIGHT,427
10,12,0,9,False,False,DOWN,428
10,12,0,9,False,False,SELECT,429
10,12,0,9,False,False,START,430
10,12,0,9,False,False,DOWN,431
10,12,0,9,False,False,R,432
10,12,0,9,False,False,UP,433
10,12,0,9,False,False,A,434
10,12,0,9,False,False,B,435
10,12,0,9,False,False,B,436
10,12,0,9,False,False,A,437
10,12,0,9,False,False,LEFT,438
10,12,0,9,False,False,RIGHT,439
10,12,0,9,False,False,R,440
10,12,0,9,False,False,B,441
10,12,0,9,False,False,DOWN,442
10,12,0,9,False,False,START,443
10,12,0,9,False,False,RIGHT,444
10,12,0,9,False,False,L,445
9,12,0,9,False,False,LEFT,446
10,12,0,9,False,False,RIGHT,447
10,12,0,9,False,False,L,448
10,13,0,9,False,False,DOWN,449
10,12,0,9,False,False,UP,450
10,12,0,9,False,False,START,451
10,12,0,9,False,False,START,452
10,12,0,9,False,False,B,453
10,11,0,9,False,False,UP,454
11,11,0,9,False,False,RIGHT,455
10,11,0,9,False,False,LEFT,456
10,12,0,9,False,False,DOWN,457
10,12,0,9,False,False,SELECT,458
10,12,0,9,False,False,DOWN,459
10,12,0,9,False,False,L,460
10,12,0,9,False,False,R,461
10,12,0,9,False,False,START,462
10,12,0,9,False,False,RIGHT,463
10,12,0,9,False,False,UP,464
10,12,0,9,False,False,L,465
10,11,0,9,False,False,UP,466
10,11,0,9,False,False,B,467
11,11,0,9,False,False,RIGHT,468
12,11,0,9,False,False,RIGHT,469
12,11,0,9,False,False,A,470
11,11,0,9,False,False,LEFT,471
11,11,0,9,False,False,START,472
10,11,0,9,False,False,LEFT,473
10,11,0,9,False,False,L,474
10,11,0,9,False,False,R,475
10,10,0,9,False,False,UP,476
10,10,0,9,False,False,SELECT,477
10,10,0,9,False,False,R,478
10,10,0,9,False,False,B,479
10,10,0,9,False,False,SELECT,480
10,10,0,9,False,False,START,481
10,10,0,9,False,False,START,482
10,10,0,9,False,False,LEFT,483
10,10,0,9,False,False,B,484
11,10,0,9,False,False,RIGHT,485
11,10,0,9,False,False,L,486
11,11,0,9,False,False,DOWN,487
10,11,0,9,False,False,LEFT,488
10,10,0,9,False,False,UP,489
10,9,0,9,False,False,UP,490
10,9,0,9,False,False,L,491
9,9,0,9,False,False,LEFT,492
9,9,0,9,False,False,START,493
9,9,0,9,False,False,START,494
9,9,0,9,False,False,LEFT,495
9,9,0,9,False,False,L,496
9,10,0,9,False,False,DOWN,497
9,11,0,9,False,False,DOWN,498
8,11,0,9,False,False,LEFT,499
8,10,0,9,False,True,UP,500
