inputtedAction,x,y,mapBank,mapNum,isInBattle,isDone,executedStep,currentSteps,reward
DOWN,5,12,0,9,False,False,DOWN,33,7.700000000000008
LEFT,4,12,0,9,False,False,LEFT,34,8.600000000000009
A,4,12,0,9,False,False,A,35,8.500000000000009
RIGHT,5,12,0,9,False,False,RIGHT,36,8.40000000000001
UP,5,11,0,9,False,False,UP,37,8.30000000000001
DOWN,5,12,0,9,False,False,DOWN,38,8.20000000000001
B,5,12,0,9,False,False,B,39,8.10000000000001
UP,5,11,0,9,False,False,UP,40,8.00000000000001
A,5,11,0,9,False,False,A,41,7.900000000000011
B,5,11,0,9,False,False,B,42,7.800000000000011
UP,5,10,0,9,False,False,UP,43,7.700000000000012
RIGHT,6,10,0,9,False,False,RIGHT,44,7.600000000000012
UP,6,9,0,9,False,False,UP,45,8.500000000000012
LEFT,5,9,0,9,False,False,LEFT,46,9.400000000000013
UP,5,8,0,9,False,False,UP,47,10.300000000000013
UP,5,8,0,9,False,False,UP,48,10.200000000000014
LEFT,5,8,0,9,False,False,LEFT,49,10.100000000000014
UP,8,8,1,0,False,False,UP,50,11.000000000000014
DOWN,8,8,1,0,False,False,DOWN,51,10.900000000000015
B,8,8,1,0,False,False,B,52,10.800000000000015
B,8,8,1,0,False,False,B,53,10.700000000000015
RIGHT,9,8,1,0,False,False,RIGHT,54,11.600000000000016
A,9,8,1,0,False,False,A,55,11.500000000000016
RIGHT,10,8,1,0,False,False,RIGHT,56,12.400000000000016
DOWN,10,8,1,0,False,False,DOWN,57,12.300000000000017
A,10,8,1,0,False,False,A,58,12.200000000000017
DOWN,10,8,1,0,False,False,DOWN,59,12.100000000000017
UP,10,7,1,0,False,False,UP,60,13.000000000000018
A,10,7,1,0,False,False,A,61,12.900000000000018
B,10,7,1,0,False,False,B,62,12.800000000000018
A,10,7,1,0,False,False,A,63,12.700000000000019
A,10,7,1,0,False,False,A,64,12.60000000000002
DOWN,10,8,1,0,False,False,DOWN,65,12.50000000000002
DOWN,10,8,1,0,False,False,DOWN,66,12.40000000000002
A,10,8,1,0,False,False,A,67,12.30000000000002
LEFT,9,8,1,0,False,False,LEFT,68,12.20000000000002
RIGHT,10,8,1,0,False,False,RIGHT,69,12.100000000000021
UP,10,7,1,0,False,False,UP,70,12.000000000000021
LEFT,9,7,1,0,False,False,LEFT,71,12.900000000000022
RIGHT,10,7,1,0,False,False,RIGHT,72,12.800000000000022
UP,10,6,1,0,False,False,UP,73,13.700000000000022
DOWN,10,7,1,0,False,False,DOWN,74,13.600000000000023
RIGHT,10,7,1,0,False,False,RIGHT,75,13.500000000000023
RIGHT,10,7,1,0,False,False,RIGHT,76,13.400000000000023
A,10,7,1,0,False,False,A,77,13.300000000000024
UP,10,6,1,0,False,False,UP,78,13.200000000000024
LEFT,9,6,1,0,False,False,LEFT,79,14.100000000000025
B,9,6,1,0,False,False,B,80,14.000000000000025
RIGHT,10,6,1,0,False,False,RIGHT,81,13.900000000000025
RIGHT,10,6,1,0,False,False,RIGHT,82,13.800000000000026
LEFT,9,6,1,0,False,False,LEFT,83,13.700000000000026
B,9,6,1,0,False,False,B,84,13.600000000000026
A,9,6,1,0,False,False,A,85,13.500000000000027
RIGHT,10,6,1,0,False,False,RIGHT,86,13.400000000000027
RIGHT,10,6,1,0,False,False,RIGHT,87,13.300000000000027
B,10,6,1,0,False,False,B,88,13.200000000000028
LEFT,9,6,1,0,False,False,LEFT,89,13.100000000000028
LEFT,8,6,1,0,False,False,LEFT,90,14.000000000000028
UP,8,5,1,0,False,False,UP,91,14.900000000000029
UP,8,4,1,0,False,False,UP,92,15.80000000000003
RIGHT,9,4,1,0,False,False,RIGHT,93,16.700000000000028
DOWN,9,5,1,0,False,False,DOWN,94,17.600000000000026
B,9,5,1,0,False,False,B,95,17.500000000000025
UP,9,4,1,0,False,False,UP,96,17.400000000000023
LEFT,8,4,1,0,False,False,LEFT,97,17.300000000000022
UP,8,3,1,0,False,False,UP,98,18.20000000000002
RIGHT,9,3,1,0,False,False,RIGHT,99,19.10000000000002
UP,9,3,1,0,False,False,UP,100,19.000000000000018
A,9,3,1,0,False,False,A,101,18.900000000000016
UP,9,3,1,0,False,False,UP,102,18.800000000000015
UP,9,3,1,0,False,False,UP,103,18.700000000000014
RIGHT,10,3,1,0,False,False,RIGHT,104,19.600000000000012
RIGHT,10,3,1,0,False,False,RIGHT,105,19.50000000000001
A,10,3,1,0,False,False,A,106,19.40000000000001
B,10,3,1,0,False,False,B,107,19.300000000000008
B,10,3,1,0,False,False,B,108,19.200000000000006
UP,10,3,1,0,False,False,UP,109,19.100000000000005
RIGHT,10,3,1,0,False,False,RIGHT,110,19.000000000000004
DOWN,10,4,1,0,False,False,DOWN,111,19.900000000000002
RIGHT,10,4,1,0,False,False,RIGHT,112,19.8
RIGHT,10,4,1,0,False,False,RIGHT,113,19.7
DOWN,10,5,1,0,False,False,DOWN,114,20.599999999999998
B,10,5,1,0,False,False,B,115,20.499999999999996
UP,10,4,1,0,False,False,UP,116,20.399999999999995
LEFT,9,4,1,0,False,False,LEFT,117,20.299999999999994
DOWN,9,5,1,0,False,False,DOWN,118,20.199999999999992
DOWN,9,6,1,0,False,False,DOWN,119,20.09999999999999
UP,9,5,1,0,False,False,UP,120,19.99999999999999
RIGHT,10,5,1,0,False,False,RIGHT,121,19.899999999999988
B,10,5,1,0,False,False,B,122,19.799999999999986
LEFT,9,5,1,0,False,False,LEFT,123,19.699999999999985
DOWN,9,6,1,0,False,False,DOWN,124,19.599999999999984
B,9,6,1,0,False,False,B,125,19.499999999999982
RIGHT,10,6,1,0,False,False,RIGHT,126,19.39999999999998
LEFT,9,6,1,0,False,False,LEFT,127,19.29999999999998
B,9,6,1,0,False,False,B,128,19.199999999999978
RIGHT,10,6,1,0,False,False,RIGHT,129,19.099999999999977
B,10,6,1,0,False,False,B,130,18.999999999999975
RIGHT,10,6,1,0,False,False,RIGHT,131,18.899999999999974
UP,10,5,1,0,False,False,UP,132,18.799999999999972
B,10,5,1,0,False,False,B,133,18.69999999999997
LEFT,9,5,1,0,False,False,LEFT,134,18.59999999999997
RIGHT,10,5,1,0,False,False,RIGHT,135,18.499999999999968
RIGHT,10,5,1,0,False,False,RIGHT,136,18.399999999999967
A,10,5,1,0,False,False,A,137,18.299999999999965
A,10,5,1,0,False,False,A,138,18.199999999999964
LEFT,9,5,1,0,False,False,LEFT,139,18.099999999999962
UP,9,4,1,0,False,False,UP,140,17.99999999999996
RIGHT,10,4,1,0,False,False,RIGHT,141,17.89999999999996
LEFT,9,4,1,0,False,False,LEFT,142,17.799999999999958
LEFT,8,4,1,0,False,False,LEFT,143,17.699999999999957
LEFT,7,4,1,0,False,False,LEFT,144,18.599999999999955
DOWN,7,5,1,0,False,False,DOWN,145,19.499999999999954
LEFT,6,5,1,0,False,False,LEFT,146,20.399999999999952
A,6,5,1,0,False,False,A,147,20.29999999999995
LEFT,5,5,1,0,False,False,LEFT,148,21.19999999999995
UP,5,4,1,0,False,False,UP,149,22.099999999999948
RIGHT,6,4,1,0,False,False,RIGHT,150,22.999999999999947
A,6,4,1,0,False,False,A,151,22.899999999999945
A,6,4,1,0,False,False,A,152,22.799999999999944
DOWN,6,5,1,0,False,False,DOWN,153,22.699999999999942
UP,6,4,1,0,False,False,UP,154,22.59999999999994
LEFT,5,4,1,0,False,False,LEFT,155,22.49999999999994
UP,5,3,1,0,False,False,UP,156,23.399999999999938
LEFT,4,3,1,0,False,False,LEFT,157,24.299999999999937
A,4,3,1,0,False,False,A,158,24.199999999999935
RIGHT,5,3,1,0,False,False,RIGHT,159,24.099999999999934
RIGHT,6,3,1,0,False,False,RIGHT,160,24.999999999999932
A,6,3,1,0,False,False,A,161,24.89999999999993
RIGHT,7,3,1,0,False,False,RIGHT,162,25.79999999999993
A,7,3,1,0,False,False,A,163,25.69999999999993
UP,7,3,1,0,False,False,UP,164,25.599999999999927
A,7,3,1,0,False,False,A,165,25.499999999999925
DOWN,7,4,1,0,False,False,DOWN,166,25.399999999999924
A,7,4,1,0,False,False,A,167,25.299999999999923
B,7,4,1,0,False,False,B,168,25.19999999999992
LEFT,6,4,1,0,False,False,LEFT,169,25.09999999999992
UP,6,3,1,0,False,False,UP,170,24.99999999999992
A,6,3,1,0,False,False,A,171,24.899999999999917
DOWN,6,4,1,0,False,False,DOWN,172,24.799999999999915
DOWN,6,5,1,0,False,False,DOWN,173,24.699999999999914
B,6,5,1,0,False,False,B,174,24.599999999999913
RIGHT,7,5,1,0,False,False,RIGHT,175,24.49999999999991
LEFT,6,5,1,0,False,False,LEFT,176,24.39999999999991
UP,6,4,1,0,False,False,UP,177,24.29999999999991
A,6,4,1,0,False,False,A,178,24.199999999999907
B,6,4,1,0,False,False,B,179,24.099999999999905
A,6,4,1,0,False,False,A,180,23.999999999999904
DOWN,6,5,1,0,False,False,DOWN,181,23.899999999999903
LEFT,5,5,1,0,False,False,LEFT,182,23.7999999999999
A,5,5,1,0,False,False,A,183,23.6999999999999
DOWN,5,6,1,0,False,False,DOWN,184,24.5999999999999
B,5,6,1,0,False,False,B,185,24.499999999999897
DOWN,5,7,1,0,False,False,DOWN,186,25.399999999999896
RIGHT,6,7,1,0,False,False,RIGHT,187,26.299999999999894
UP,6,6,1,0,False,False,UP,188,27.199999999999893
B,6,6,1,0,False,False,B,189,27.09999999999989
B,6,6,1,0,False,False,B,190,26.99999999999989
DOWN,6,7,1,0,False,False,DOWN,191,26.89999999999989
RIGHT,7,7,1,0,False,False,RIGHT,192,27.799999999999887
B,7,7,1,0,False,False,B,193,27.699999999999886
UP,7,6,1,0,False,False,UP,194,28.599999999999884
A,7,6,1,0,False,False,A,195,28.499999999999883
UP,7,5,1,0,False,False,UP,196,28.39999999999988
DOWN,7,6,1,0,False,False,DOWN,197,28.29999999999988
RIGHT,8,6,1,0,False,False,RIGHT,198,28.19999999999988
B,8,6,1,0,False,False,B,199,28.099999999999877
B,8,6,1,0,False,False,B,200,27.999999999999876
UP,8,5,1,0,False,False,UP,201,27.899999999999874
UP,8,4,1,0,False,False,UP,202,27.799999999999873
UP,8,3,1,0,False,False,UP,203,27.69999999999987
RIGHT,9,3,1,0,False,False,RIGHT,204,27.59999999999987
A,9,3,1,0,False,False,A,205,27.49999999999987
DOWN,9,4,1,0,False,False,DOWN,206,27.399999999999867
DOWN,9,5,1,0,False,False,DOWN,207,27.299999999999866
B,9,5,1,0,False,False,B,208,27.199999999999864
B,9,5,1,0,False,False,B,209,27.099999999999863
DOWN,9,6,1,0,False,False,DOWN,210,26.99999999999986
B,9,6,1,0,False,False,B,211,26.89999999999986
A,9,6,1,0,False,False,A,212,26.79999999999986
RIGHT,10,6,1,0,False,False,RIGHT,213,26.699999999999857
B,10,6,1,0,False,False,B,214,26.599999999999856
LEFT,9,6,1,0,False,False,LEFT,215,26.499999999999854
B,9,6,1,0,False,False,B,216,26.399999999999853
RIGHT,10,6,1,0,False,False,RIGHT,217,26.29999999999985
LEFT,9,6,1,0,False,False,LEFT,218,26.19999999999985
LEFT,8,6,1,0,False,False,LEFT,219,26.09999999999985
UP,8,5,1,0,False,False,UP,220,25.999999999999847
RIGHT,9,5,1,0,False,False,RIGHT,221,25.899999999999846
B,9,5,1,0,False,False,B,222,25.799999999999844
UP,9,4,1,0,False,False,UP,223,25.699999999999843
B,9,4,1,0,False,False,B,224,25.59999999999984
RIGHT,10,4,1,0,False,False,RIGHT,225,25.49999999999984
B,10,4,1,0,False,False,B,226,25.39999999999984
RIGHT,10,4,1,0,False,False,RIGHT,227,25.299999999999837
RIGHT,10,4,1,0,False,False,RIGHT,228,25.199999999999836
B,10,4,1,0,False,False,B,229,25.099999999999834
RIGHT,10,4,1,0,False,False,RIGHT,230,24.999999999999833
DOWN,10,5,1,0,False,False,DOWN,231,24.89999999999983
UP,10,4,1,0,False,False,UP,232,24.79999999999983
UP,10,3,1,0,False,False,UP,233,24.69999999999983
RIGHT,10,3,1,0,False,False,RIGHT,234,24.599999999999827
UP,10,3,1,0,False,False,UP,235,24.499999999999826
UP,10,3,1,0,False,False,UP,236,24.399999999999824
DOWN,10,4,1,0,False,False,DOWN,237,24.299999999999823
RIGHT,10,4,1,0,False,False,RIGHT,238,24.19999999999982
A,10,4,1,0,False,False,A,239,24.09999999999982
A,10,4,1,0,False,False,A,240,23.99999999999982
RIGHT,10,4,1,0,False,False,RIGHT,241,23.899999999999817
B,10,4,1,0,False,False,B,242,23.799999999999816
LEFT,9,4,1,0,False,False,LEFT,243,23.699999999999815
UP,9,3,1,0,False,False,UP,244,23.599999999999813
DOWN,9,4,1,0,False,False,DOWN,245,23.49999999999981
LEFT,8,4,1,0,False,False,LEFT,246,23.39999999999981
B,8,4,1,0,False,False,B,247,23.29999999999981
RIGHT,9,4,1,0,False,False,RIGHT,248,23.199999999999807
DOWN,9,5,1,0,False,False,DOWN,249,23.099999999999806
B,9,5,1,0,False,False,B,250,22.999999999999805
B,9,5,1,0,False,False,B,251,22.899999999999803
LEFT,8,5,1,0,False,False,LEFT,252,22.7999999999998
LEFT,7,5,1,0,False,False,LEFT,253,22.6999999999998
RIGHT,8,5,1,0,False,False,RIGHT,254,22.5999999999998
UP,8,4,1,0,False,False,UP,255,22.499999999999797
B,8,4,1,0,False,False,B,256,22.399999999999796
UP,8,3,1,0,False,False,UP,257,22.299999999999795
LEFT,7,3,1,0,False,False,LEFT,258,22.199999999999793
B,7,3,1,0,False,False,B,259,22.099999999999792
LEFT,6,3,1,0,False,False,LEFT,260,21.99999999999979
LEFT,5,3,1,0,False,False,LEFT,261,21.89999999999979
DOWN,5,4,1,0,False,False,DOWN,262,21.799999999999788
UP,5,3,1,0,False,False,UP,263,21.699999999999786
A,5,3,1,0,False,False,A,264,21.599999999999785
LEFT,4,3,1,0,False,False,LEFT,265,21.499999999999783
LEFT,3,3,1,0,False,False,LEFT,266,22.399999999999782
RIGHT,4,3,1,0,False,False,RIGHT,267,22.29999999999978
A,4,3,1,0,False,False,A,268,22.19999999999978
LEFT,3,3,1,0,False,False,LEFT,269,22.099999999999778
B,3,3,1,0,False,False,B,270,21.999999999999776
B,3,3,1,0,False,False,B,271,21.899999999999775
DOWN,3,3,1,0,False,False,DOWN,272,21.799999999999773
RIGHT,4,3,1,0,False,False,RIGHT,273,21.699999999999772
A,4,3,1,0,False,False,A,274,21.59999999999977
B,4,3,1,0,False,False,B,275,21.49999999999977
RIGHT,5,3,1,0,False,False,RIGHT,276,21.399999999999768
A,5,3,1,0,False,False,A,277,21.299999999999766
A,5,3,1,0,False,False,A,278,21.199999999999765
DOWN,5,4,1,0,False,False,DOWN,279,21.099999999999763
RIGHT,6,4,1,0,False,False,RIGHT,280,20.999999999999762
B,6,4,1,0,False,False,B,281,20.89999999999976
B,6,4,1,0,False,False,B,282,20.79999999999976
DOWN,6,5,1,0,False,False,DOWN,283,20.699999999999758
DOWN,6,6,1,0,False,False,DOWN,284,20.599999999999756
LEFT,5,6,1,0,False,False,LEFT,285,20.499999999999755
RIGHT,6,6,1,0,False,False,RIGHT,286,20.399999999999753
B,6,6,1,0,False,False,B,287,20.299999999999752
RIGHT,7,6,1,0,False,False,RIGHT,288,20.19999999999975
LEFT,6,6,1,0,False,False,LEFT,289,20.09999999999975
LEFT,5,6,1,0,False,False,LEFT,290,19.999999999999748
A,5,6,1,0,False,False,A,291,19.899999999999746
A,5,6,1,0,False,False,A,292,19.799999999999745
B,5,6,1,0,False,False,B,293,19.699999999999743
RIGHT,6,6,1,0,False,False,RIGHT,294,19.599999999999742
RIGHT,7,6,1,0,False,False,RIGHT,295,19.49999999999974
A,7,6,1,0,False,False,A,296,19.39999999999974
A,7,6,1,0,False,False,A,297,19.299999999999738
DOWN,7,7,1,0,False,False,DOWN,298,19.199999999999736
UP,7,6,1,0,False,False,UP,299,19.099999999999735
UP,7,5,1,0,False,False,UP,300,18.999999999999734
RIGHT,8,5,1,0,False,False,RIGHT,301,18.899999999999732
A,8,5,1,0,False,False,A,302,18.79999999999973
UP,8,4,1,0,False,False,UP,303,18.69999999999973
LEFT,7,4,1,0,False,False,LEFT,304,18.599999999999728
LEFT,6,4,1,0,False,False,LEFT,305,18.499999999999726
A,6,4,1,0,False,False,A,306,18.399999999999725
A,6,4,1,0,False,False,A,307,18.299999999999724
B,6,4,1,0,False,False,B,308,18.199999999999722
LEFT,5,4,1,0,False,False,LEFT,309,18.09999999999972
DOWN,5,5,1,0,False,False,DOWN,310,17.99999999999972
UP,5,4,1,0,False,False,UP,311,17.899999999999718
B,5,4,1,0,False,False,B,312,17.799999999999716
A,5,4,1,0,False,False,A,313,17.699999999999715
LEFT,5,4,1,0,False,False,LEFT,314,17.599999999999714
UP,5,3,1,0,False,False,UP,315,17.499999999999712
DOWN,5,4,1,0,False,False,DOWN,316,17.39999999999971
DOWN,5,5,1,0,False,False,DOWN,317,17.29999999999971
RIGHT,6,5,1,0,False,False,RIGHT,318,17.199999999999708
B,6,5,1,0,False,False,B,319,17.099999999999707
LEFT,5,5,1,0,False,False,LEFT,320,16.999999999999705
LEFT,4,5,1,0,False,False,LEFT,321,17.899999999999704
A,4,5,1,0,False,False,A,322,17.799999999999702
DOWN,4,5,1,0,False,False,DOWN,323,17.6999999999997
RIGHT,5,5,1,0,False,False,RIGHT,324,17.5999999999997
A,5,5,1,0,False,False,A,325,17.499999999999698
A,5,5,1,0,False,False,A,326,17.399999999999697
B,5,5,1,0,False,False,B,327,17.299999999999695
UP,5,4,1,0,False,False,UP,328,17.199999999999694
B,5,4,1,0,False,False,B,329,17.099999999999692
B,5,4,1,0,False,False,B,330,16.99999999999969
B,5,4,1,0,False,False,B,331,16.89999999999969
B,5,4,1,0,False,False,B,332,16.799999999999688
LEFT,5,4,1,0,False,False,LEFT,333,16.699999999999687
DOWN,5,5,1,0,False,False,DOWN,334,16.599999999999685
A,5,5,1,0,False,False,A,335,16.499999999999684
UP,5,4,1,0,False,False,UP,336,16.399999999999682
RIGHT,6,4,1,0,False,False,RIGHT,337,16.29999999999968
LEFT,5,4,1,0,False,False,LEFT,338,16.19999999999968
A,5,4,1,0,False,False,A,339,16.099999999999678
DOWN,5,5,1,0,False,False,DOWN,340,15.999999999999678
RIGHT,6,5,1,0,False,False,RIGHT,341,15.899999999999679
LEFT,5,5,1,0,False,False,LEFT,342,15.79999999999968
UP,5,4,1,0,False,False,UP,343,15.69999999999968
LEFT,5,4,1,0,False,False,LEFT,344,15.59999999999968
DOWN,5,5,1,0,False,False,DOWN,345,15.49999999999968
RIGHT,6,5,1,0,False,False,RIGHT,346,15.39999999999968
DOWN,6,6,1,0,False,False,DOWN,347,15.299999999999681
LEFT,5,6,1,0,False,False,LEFT,348,15.199999999999681
RIGHT,6,6,1,0,False,False,RIGHT,349,15.099999999999682
DOWN,6,7,1,0,False,False,DOWN,350,14.999999999999682
DOWN,6,8,1,0,False,False,DOWN,351,15.899999999999682
LEFT,5,8,1,0,False,False,LEFT,352,16.79999999999968
RIGHT,6,8,1,0,False,False,RIGHT,353,16.69999999999968
B,6,8,1,0,False,False,B,354,16.599999999999678
UP,6,7,1,0,False,False,UP,355,16.499999999999677
UP,6,6,1,0,False,False,UP,356,16.399999999999675
DOWN,6,7,1,0,False,False,DOWN,357,16.299999999999674
UP,6,6,1,0,False,False,UP,358,16.199999999999672
DOWN,6,7,1,0,False,False,DOWN,359,16.09999999999967
RIGHT,7,7,1,0,False,False,RIGHT,360,15.999999999999671
LEFT,6,7,1,0,False,False,LEFT,361,15.899999999999672
B,6,7,1,0,False,False,B,362,15.799999999999672
DOWN,6,8,1,0,False,False,DOWN,363,15.699999999999672
DOWN,6,8,1,0,False,False,DOWN,364,15.599999999999673
LEFT,5,8,1,0,False,False,LEFT,365,15.499999999999673
A,5,8,1,0,False,False,A,366,15.399999999999674
RIGHT,6,8,1,0,False,False,RIGHT,367,15.299999999999674
UP,6,7,1,0,False,False,UP,368,15.199999999999674
LEFT,5,7,1,0,False,False,LEFT,369,15.099999999999675
UP,5,6,1,0,False,False,UP,370,14.999999999999675
LEFT,5,6,1,0,False,False,LEFT,371,14.899999999999675
A,5,6,1,0,False,False,A,372,14.799999999999676
B,5,6,1,0,False,False,B,373,14.699999999999676
A,5,6,1,0,False,False,A,374,14.599999999999676
B,5,6,1,0,False,False,B,375,14.499999999999677
UP,5,5,1,0,False,False,UP,376,14.399999999999677
A,5,5,1,0,False,False,A,377,14.299999999999677
UP,5,4,1,0,False,False,UP,378,14.199999999999678
LEFT,5,4,1,0,False,False,LEFT,379,14.099999999999678
A,5,4,1,0,False,False,A,380,13.999999999999678
UP,5,3,1,0,False,False,UP,381,13.899999999999679
A,5,3,1,0,False,False,A,382,13.79999999999968
LEFT,4,3,1,0,False,False,LEFT,383,13.69999999999968
DOWN,4,3,1,0,False,False,DOWN,384,13.59999999999968
LEFT,3,3,1,0,False,False,LEFT,385,13.49999999999968
A,3,3,1,0,False,False,A,386,13.39999999999968
UP,3,3,1,0,False,False,UP,387,13.299999999999681
RIGHT,4,3,1,0,False,False,RIGHT,388,13.199999999999681
A,4,3,1,0,False,False,A,389,13.099999999999682
LEFT,3,3,1,0,False,False,LEFT,390,12.999999999999682
B,3,3,1,0,False,False,B,391,12.899999999999682
DOWN,3,3,1,0,False,False,DOWN,392,12.799999999999683
LEFT,2,3,1,0,False,False,LEFT,393,13.699999999999683
RIGHT,3,3,1,0,False,False,RIGHT,394,13.599999999999683
LEFT,2,3,1,0,False,False,LEFT,395,13.499999999999684
UP,2,3,1,0,False,False,UP,396,13.399999999999684
RIGHT,3,3,1,0,False,False,RIGHT,397,13.299999999999685
A,3,3,1,0,False,False,A,398,13.199999999999685
RIGHT,4,3,1,0,False,False,RIGHT,399,13.099999999999685
A,4,3,1,0,False,False,A,400,12.999999999999686
A,4,3,1,0,False,False,A,401,12.899999999999686
B,4,3,1,0,False,False,B,402,12.799999999999686
LEFT,3,3,1,0,False,False,LEFT,403,12.699999999999687
RIGHT,4,3,1,0,False,False,RIGHT,404,12.599999999999687
RIGHT,5,3,1,0,False,False,RIGHT,405,12.499999999999687
UP,5,2,1,0,False,False,UP,406,13.399999999999688
B,5,2,1,0,False,False,B,407,13.299999999999688
RIGHT,6,2,1,0,False,False,RIGHT,408,14.199999999999688
B,6,2,1,0,False,False,B,409,14.099999999999689
RIGHT,6,2,1,0,False,False,RIGHT,410,13.99999999999969
RIGHT,6,2,1,0,False,False,RIGHT,411,13.89999999999969
DOWN,6,3,1,0,False,False,DOWN,412,13.79999999999969
RIGHT,7,3,1,0,False,False,RIGHT,413,13.69999999999969
RIGHT,8,3,1,0,False,False,RIGHT,414,13.59999999999969
DOWN,8,4,1,0,False,False,DOWN,415,13.499999999999691
RIGHT,9,4,1,0,False,False,RIGHT,416,13.399999999999691
RIGHT,10,4,1,0,False,False,RIGHT,417,13.299999999999692
A,10,4,1,0,False,False,A,418,13.199999999999692
DOWN,10,5,1,0,False,False,DOWN,419,13.099999999999692
UP,10,4,1,0,False,False,UP,420,12.999999999999693
RIGHT,10,4,1,0,False,False,RIGHT,421,12.899999999999693
LEFT,9,4,1,0,False,False,LEFT,422,12.799999999999693
B,9,4,1,0,False,False,B,423,12.699999999999694
RIGHT,10,4,1,0,False,False,RIGHT,424,12.599999999999694
RIGHT,10,4,1,0,False,False,RIGHT,425,12.499999999999694
LEFT,9,4,1,0,False,False,LEFT,426,12.399999999999695
B,9,4,1,0,False,False,B,427,12.299999999999695
DOWN,9,5,1,0,False,False,DOWN,428,12.199999999999696
LEFT,8,5,1,0,False,False,LEFT,429,12.099999999999696
LEFT,7,5,1,0,False,False,LEFT,430,11.999999999999696
B,7,5,1,0,False,False,B,431,11.899999999999697
A,7,5,1,0,False,False,A,432,11.799999999999697
RIGHT,8,5,1,0,False,False,RIGHT,433,11.699999999999697
DOWN,8,6,1,0,False,False,DOWN,434,11.599999999999698
LEFT,7,6,1,0,False,False,LEFT,435,11.499999999999698
UP,7,5,1,0,False,False,UP,436,11.399999999999698
LEFT,6,5,1,0,False,False,LEFT,437,11.299999999999699
DOWN,6,6,1,0,False,False,DOWN,438,11.199999999999699
A,6,6,1,0,False,False,A,439,11.0999999999997
LEFT,5,6,1,0,False,False,LEFT,440,10.9999999999997
A,5,6,1,0,False,False,A,441,10.8999999999997
RIGHT,6,6,1,0,False,False,RIGHT,442,10.7999999999997
DOWN,6,7,1,0,False,False,DOWN,443,10.6999999999997
LEFT,5,7,1,0,False,False,LEFT,444,10.599999999999701
UP,5,6,1,0,False,False,UP,445,10.499999999999702
B,5,6,1,0,False,False,B,446,10.399999999999702
UP,5,5,1,0,False,False,UP,447,10.299999999999702
DOWN,5,6,1,0,False,False,DOWN,448,10.199999999999703
LEFT,5,6,1,0,False,False,LEFT,449,10.099999999999703
LEFT,5,6,1,0,False,False,LEFT,450,9.999999999999703
DOWN,5,7,1,0,False,False,DOWN,451,9.899999999999704
DOWN,5,8,1,0,False,False,DOWN,452,9.799999999999704
RIGHT,6,8,1,0,False,False,RIGHT,453,9.699999999999704
B,6,8,1,0,False,False,B,454,9.599999999999705
RIGHT,7,8,1,0,False,False,RIGHT,455,10.499999999999705
RIGHT,8,8,1,0,False,False,RIGHT,456,10.399999999999705
B,8,8,1,0,False,False,B,457,10.299999999999706
UP,8,7,1,0,False,False,UP,458,11.199999999999706
RIGHT,9,7,1,0,False,False,RIGHT,459,11.099999999999707
DOWN,9,8,1,0,False,False,DOWN,460,10.999999999999707
LEFT,8,8,1,0,False,False,LEFT,461,10.899999999999707
DOWN,8,8,1,0,False,False,DOWN,462,10.799999999999708
DOWN,5,8,0,9,False,False,DOWN,463,10.699999999999708
B,5,9,0,9,False,False,B,464,10.599999999999708
B,5,9,0,9,False,False,B,465,10.499999999999709
